"Strain","Location","Isolation.type","SNP.cluster","Min.same","AMR.genotypes","day","month","year","Isolation.source.category","region"
"Other","MA","clinical","PDS000062278.23",0,"Other",NA,1,2019,"Human","Northeast"
"Other","AZ","environmental/other","PDS000000780.36",3,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,6,2018,"Environment","West"
"Other","NE","clinical","PDS000015662.36",1,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,10,2018,"Missing and Other","Midwest"
"Other","ND","environmental/other","PDS000049999.20",13,"Other",NA,1,2021,"Poultry","Midwest"
"Other","CT","environmental/other","PDS000045251.16",11,"Other",NA,2,2021,"Poultry","Northeast"
"Other","CT","environmental/other","PDS000045251.16",20,"Other",NA,5,2021,"Poultry","Northeast"
NA,"HI","environmental/other","PDS000080759.13",30,"Other",NA,5,2021,"Poultry","West"
NA,"HI","environmental/other","PDS000080759.13",40,"Other",NA,7,2021,"Poultry","West"
"Other","AZ","environmental/other","PDS000084082.2",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,3,2021,"Produce and Food","West"
"Other","AZ","environmental/other","PDS000084082.2",2,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,3,2021,"Produce and Food","West"
"Other","AZ","environmental/other","PDS000084082.2",3,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,3,2021,"Produce and Food","West"
"Other","AZ","environmental/other","PDS000084082.2",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,3,2021,"Produce and Food","West"
"Other","AZ","environmental/other","PDS000084082.2",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,3,2021,"Produce and Food","West"
"Other","AZ","environmental/other","PDS000084082.2",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,3,2021,"Produce and Food","West"
"Other","AZ","environmental/other","PDS000084082.2",1,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,3,2021,"Produce and Food","West"
"Other","AZ","environmental/other","PDS000084082.2",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,3,2021,"Produce and Food","West"
"Other","AZ","environmental/other","PDS000084082.2",3,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,3,2021,"Produce and Food","West"
"Other","AZ","environmental/other","PDS000084082.2",1,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,3,2021,"Produce and Food","West"
"Other","AZ","environmental/other","PDS000084082.2",1,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,3,2021,"Produce and Food","West"
"Other","AZ","environmental/other","PDS000084082.2",2,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,3,2021,"Produce and Food","West"
"Other","AZ","environmental/other","PDS000084082.2",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,3,2021,"Produce and Food","West"
"Other","AZ","environmental/other","PDS000084082.2",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,3,2021,"Produce and Food","West"
"Other","AZ","environmental/other","PDS000084082.2",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,3,2021,"Produce and Food","West"
"Other","AZ","environmental/other","PDS000084082.2",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,3,2021,"Produce and Food","West"
"Other","ND","environmental/other","PDS000072179.10",20,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,3,2021,"Poultry","Midwest"
"Other","CT","environmental/other","PDS000072173.17",5,"Other",NA,1,2021,"Poultry","Northeast"
"Other","CT","environmental/other","PDS000072173.17",2,"Other",NA,3,2021,"Poultry","Northeast"
"Other","WI","environmental/other","PDS000073055.17",NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,11,2021,"Human","Midwest"
"Other","MO","environmental/other","PDS000063195.10",NA,"Other",NA,4,2021,"Missing and Other","Midwest"
NA,"HI","environmental/other","PDS000105011.4",22,"Other",NA,3,2021,"Poultry","West"
"Other","SD","environmental/other","PDS000098652.8",16,"Other",NA,10,2021,"Poultry","Midwest"
NA,"CA","environmental/other","PDS000098652.8",2,"Other",NA,7,2021,"Poultry","West"
NA,"CA","environmental/other","PDS000098652.8",2,"Other",NA,7,2021,"Poultry","West"
NA,"CA","environmental/other","PDS000098652.8",22,"Other",NA,9,2021,"Poultry","West"
"Other","SD","environmental/other","PDS000054135.16",7,"Other",NA,6,2021,"Poultry","Midwest"
"Other","TX","environmental/other","PDS000054135.16",9,"Other",NA,11,2021,"Poultry","South"
"Other","ND","environmental/other","PDS000052570.9",35,"acrF=COMPLETE,blaEC=COMPLETE",NA,1,2021,"Poultry","Midwest"
"Other","TX","environmental/other","PDS000037861.9",15,"Other",NA,7,2021,"Cattle","South"
"Other","SD","environmental/other","PDS000043068.17",24,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,4,2021,"Poultry","Midwest"
"Other","CT","environmental/other","PDS000076974.18",6,"Other",NA,4,2021,"Poultry","Northeast"
"Other","CT","environmental/other","PDS000076974.18",8,"Other",NA,5,2021,"Poultry","Northeast"
"Other","ND","environmental/other","PDS000076974.18",11,"Other",NA,9,2021,"Poultry","Midwest"
"Other","TX","environmental/other","PDS000078770.19",9,"acrF=COMPLETE,blaEC=COMPLETE",NA,4,2021,"Poultry","South"
"Other","ND","environmental/other","PDS000078770.19",13,"Other",NA,9,2021,"Poultry","Midwest"
"Other","TX","environmental/other","PDS000078770.19",26,"Other",NA,8,2021,"Poultry","South"
NA,"CA","environmental/other","PDS000078770.19",15,"Other",NA,10,2021,"Poultry","West"
NA,"CA","environmental/other","PDS000034138.15",3,"Other",NA,5,2021,"Poultry","West"
"Other","SD","environmental/other","PDS000054147.11",28,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,6,2021,"Poultry","Midwest"
"Other","CA","environmental/other","PDS000045982.12",9,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,1,2021,"Poultry","West"
NA,"CA","environmental/other","PDS000045982.12",9,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,3,2021,"Poultry","West"
NA,"HI","environmental/other","PDS000034769.9",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,3,2021,"Poultry","West"
"Other","TX","environmental/other","PDS000034769.9",17,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,8,2021,"Poultry","South"
"Other","CT","environmental/other","PDS000085546.9",7,"Other",NA,3,2021,"Poultry","Northeast"
"Other","TX","environmental/other","PDS000085546.9",11,"Other",NA,7,2021,"Poultry","South"
NA,"HI","environmental/other","PDS000085546.9",23,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,9,2021,"Poultry","West"
NA,"HI","environmental/other","PDS000085546.9",6,"Other",NA,11,2021,"Poultry","West"
NA,"HI","environmental/other","PDS000085546.9",7,"Other",NA,12,2021,"Poultry","West"
NA,"HI","environmental/other","PDS000085546.9",11,"Other",NA,12,2021,"Poultry","West"
"Other","CT","environmental/other","PDS000049457.14",31,"Other",NA,7,2021,"Poultry","Northeast"
"Other","TX","environmental/other","PDS000054458.6",20,"Other",NA,8,2021,"Poultry","South"
"Other","CA","environmental/other","PDS000037832.10",45,"Other",NA,1,2021,"Poultry","West"
"Other","CT","environmental/other","PDS000120854.1",35,"Other",NA,7,2021,"Poultry","Northeast"
"Other","SD","environmental/other","PDS000118490.2",14,"Other",NA,12,2021,"Poultry","Midwest"
"Other","TX","environmental/other","PDS000082906.7",10,"Other",NA,2,2021,"Poultry","South"
NA,"HI","environmental/other","PDS000112918.4",29,"Other",NA,3,2021,"Poultry","West"
"Other","SD","environmental/other","PDS000054439.6",16,"Other",NA,10,2021,"Poultry","Midwest"
"Other","ND","environmental/other","PDS000095232.6",20,"Other",NA,7,2021,"Poultry","Midwest"
"Other","ND","environmental/other","PDS000095232.6",24,"Other",NA,7,2021,"Poultry","Midwest"
"Other","SD","environmental/other","PDS000107010.3",8,"Other",NA,2,2021,"Poultry","Midwest"
"Other","CT","environmental/other","PDS000083165.8",18,"Other",NA,4,2021,"Poultry","Northeast"
NA,"HI","environmental/other","PDS000083085.8",12,"Other",NA,9,2021,"Poultry","West"
NA,"HI","environmental/other","PDS000094340.6",14,"Other",NA,2,2021,"Poultry","West"
NA,"HI","environmental/other","PDS000094340.6",14,"Other",NA,8,2021,"Poultry","West"
"Other","OK","environmental/other","PDS000090618.9",26,"Other",NA,6,2021,"Poultry","South"
"Other","CT","environmental/other","PDS000065325.8",16,"Other",NA,6,2021,"Poultry","Northeast"
"Other","SD","environmental/other","PDS000046637.8",22,"Other",NA,2,2021,"Poultry","Midwest"
"Other","SD","environmental/other","PDS000054139.5",24,"Other",NA,4,2021,"Poultry","Midwest"
NA,"HI","environmental/other","PDS000099190.6",18,"Other",NA,8,2021,"Poultry","West"
"Other","ND","environmental/other","PDS000102224.2",26,"Other",NA,12,2021,"Animal(Other)","Midwest"
NA,"HI","environmental/other","PDS000072182.6",15,"Other",NA,3,2021,"Poultry","West"
NA,"HI","environmental/other","PDS000041348.8",24,"Other",NA,9,2021,"Poultry","West"
"Other","TX","environmental/other","PDS000049495.6",35,"Other",NA,11,2021,"Poultry","South"
"Other","CT","environmental/other","PDS000082143.8",19,"Other",NA,1,2021,"Poultry","Northeast"
NA,"HI","environmental/other","PDS000051524.4",16,"Other",NA,2,2021,"Poultry","West"
NA,"CA","environmental/other","PDS000051524.4",5,"Other",NA,4,2021,"Poultry","West"
NA,"HI","environmental/other","PDS000051524.4",5,"Other",NA,4,2021,"Poultry","West"
"Other","ND","environmental/other","PDS000080775.1",22,"Other",NA,1,2021,"Poultry","Midwest"
NA,"HI","environmental/other","PDS000104891.1",20,"Other",NA,9,2021,"Poultry","West"
NA,"CA","environmental/other","PDS000104892.1",31,"Other",NA,6,2021,"Poultry","West"
NA,"CA","environmental/other","PDS000104893.1",23,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,5,2021,"Cattle","West"
"Other","NJ","environmental/other","PDS000105754.2",1,"Other",NA,8,2021,"Poultry","Northeast"
"Other","NJ","environmental/other","PDS000105754.2",1,"Other",NA,8,2021,"Human","Northeast"
"Other","CT","environmental/other","PDS000083272.1",28,"Other",NA,2,2021,"Poultry","Northeast"
"Other","CT","environmental/other","PDS000083272.1",28,"Other",NA,2,2021,"Poultry","Northeast"
"Other","ND","environmental/other","PDS000084528.1",22,"Other",NA,3,2021,"Poultry","Midwest"
"Other","CT","environmental/other","PDS000091346.1",40,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,5,2021,"Cattle","Northeast"
"Other","CT","environmental/other","PDS000091352.1",18,"Other",NA,1,2021,"Poultry","Northeast"
"Other","CT","environmental/other","PDS000091352.1",18,"Other",NA,5,2021,"Poultry","Northeast"
"Other","CT","environmental/other","PDS000091349.1",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,5,2021,"Poultry","Northeast"
"Other","CT","environmental/other","PDS000091349.1",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,5,2021,"Poultry","Northeast"
"Other","CT","environmental/other","PDS000094879.1",20,"Other",NA,3,2021,"Poultry","Northeast"
"Other","CT","environmental/other","PDS000094879.1",20,"Other",NA,7,2021,"Poultry","Northeast"
NA,"CA","environmental/other","PDS000094947.1",1,"Other",NA,3,2021,"Cattle","West"
NA,"CA","environmental/other","PDS000094947.1",1,"Other",NA,3,2021,"Cattle","West"
"Other","SD","environmental/other","PDS000095233.1",31,"Other",NA,6,2021,"Cattle","Midwest"
"Other","SD","environmental/other","PDS000096779.1",22,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,6,2021,"Poultry","Midwest"
NA,"CA","environmental/other","PDS000096779.1",22,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,6,2021,"Poultry","West"
"Other","TX","environmental/other","PDS000101143.1",25,"Other",NA,4,2021,"Poultry","South"
"Other","OK","environmental/other","PDS000102426.1",10,"Other",NA,5,2021,"Animal(Other)","South"
"Other","OK","environmental/other","PDS000102413.1",13,"Other",NA,4,2021,"Animal(Other)","South"
"Other","ND","environmental/other","PDS000104598.1",27,"Other",NA,1,2021,"Poultry","Midwest"
NA,"CA","environmental/other","PDS000096780.1",20,"Other",NA,5,2021,"Poultry","West"
NA,"HI","environmental/other","PDS000096782.1",24,"Other",NA,5,2021,"Cattle","West"
NA,"HI","environmental/other","PDS000099189.1",28,"Other",NA,7,2021,"Poultry","West"
"Other","CT","environmental/other","PDS000100875.1",41,"Other",NA,4,2021,"Poultry","Northeast"
"Other","SD","environmental/other","PDS000103642.1",NA,"Other",NA,6,2021,"Poultry","Midwest"
NA,"HI","environmental/other","PDS000103641.1",NA,"Other",NA,7,2021,"Poultry","West"
"Other","ND","environmental/other","PDS000105022.1",3,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,7,2021,"Poultry","Midwest"
"Other","CT","environmental/other","PDS000105014.1",18,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,1,2021,"Poultry","Northeast"
NA,"CA","environmental/other","PDS000105856.1",11,"Other",NA,12,2021,"Poultry","West"
NA,"CA","environmental/other","PDS000105856.1",11,"Other",NA,12,2021,"Poultry","West"
"Other","CT","environmental/other","PDS000093398.1",21,"Other",NA,7,2021,"Poultry","Northeast"
"Other","TX","environmental/other","PDS000098891.1",32,"Other",NA,5,2021,"Poultry","South"
"Other","CT","environmental/other","PDS000101131.1",35,"Other",NA,4,2021,"Poultry","Northeast"
"Other","TX","environmental/other","PDS000105208.1",5,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,9,2021,"Cattle","South"
"Other","TX","environmental/other","PDS000105207.1",31,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,9,2021,"Poultry","South"
"Other","OK","environmental/other","PDS000105206.1",36,"Other",NA,12,2021,"Poultry","South"
"Other","TX","environmental/other","PDS000107205.1",33,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,10,2021,"Poultry","South"
"Other","CT","environmental/other","PDS000083288.1",NA,"Other",NA,2,2021,"Poultry","Northeast"
"Other","CA","environmental/other","PDS000091255.1",0,"Other",NA,1,2021,"Poultry","West"
"Other","CA","environmental/other","PDS000091255.1",0,"Other",NA,1,2021,"Poultry","West"
"Other","SD","environmental/other","PDS000091254.1",10,"Other",NA,4,2021,"Poultry","Midwest"
"Other","SD","environmental/other","PDS000091258.1",29,"Other",NA,4,2021,"Poultry","Midwest"
"Other","ND","environmental/other","PDS000095050.1",14,"Other",NA,3,2021,"Poultry","Midwest"
"Other","TX","environmental/other","PDS000095594.1",13,"Other",NA,2,2021,"Poultry","South"
"Other","ND","environmental/other","PDS000098638.1",23,"Other",NA,1,2021,"Animal(Other)","Midwest"
NA,"CA","environmental/other","PDS000107048.1",NA,"Other",NA,2,2021,"Poultry","West"
"Other","TX","environmental/other","PDS000090354.1",22,"Other",NA,1,2021,"Cattle","South"
"Other","TX","environmental/other","PDS000090353.1",5,"Other",NA,1,2021,"Poultry","South"
"Other","WI","environmental/other","PDS000092838.1",4,"Other",NA,6,2021,"Cattle","Midwest"
"Other","WI","environmental/other","PDS000092838.1",4,"Other",NA,6,2021,"Cattle","Midwest"
NA,"CA","environmental/other","PDS000094960.1",42,"Other",NA,3,2021,"Poultry","West"
NA,"HI","environmental/other","PDS000094959.1",5,"Other",NA,3,2021,"Poultry","West"
NA,"CA","environmental/other","PDS000094959.1",5,"Other",NA,3,2021,"Poultry","West"
NA,"CA","environmental/other","PDS000094951.1",3,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,2,2021,"Poultry","West"
NA,"HI","environmental/other","PDS000094951.1",3,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,2,2021,"Poultry","West"
"Other","TX","environmental/other","PDS000095859.1",6,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,7,2021,"Cattle","South"
"Other","TX","environmental/other","PDS000095859.1",6,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,7,2021,"Cattle","South"
"Other","SD","environmental/other","PDS000097380.1",26,"Other",NA,8,2021,"Poultry","Midwest"
"Other","ND","environmental/other","PDS000097373.1",11,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,7,2021,"Poultry","Midwest"
"Other","SD","environmental/other","PDS000097373.1",11,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,8,2021,"Poultry","Midwest"
"Other","SD","environmental/other","PDS000097376.1",26,"Other",NA,4,2021,"Poultry","Midwest"
"Other","SD","environmental/other","PDS000097376.1",26,"Other",NA,8,2021,"Poultry","Midwest"
"Other","ND","environmental/other","PDS000097372.1",2,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,9,2021,"Cattle","Midwest"
NA,"CA","environmental/other","PDS000102209.1",9,"Other",NA,7,2021,"Poultry","West"
"Other","NJ","environmental/other","PDS000103658.6",33,"Other",NA,12,2021,"Poultry","Northeast"
"Other","SD","environmental/other","PDS000037841.3",27,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,2,2021,"Poultry","Midwest"
"Other","TX","environmental/other","PDS000084271.4",14,"Other",NA,3,2021,"Poultry","South"
"Other","SD","environmental/other","PDS000084526.4",15,"Other",NA,2,2021,"Poultry","Midwest"
"Other","ND","environmental/other","PDS000093500.4",10,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,7,2021,"Poultry","Midwest"
"Other","CT","environmental/other","PDS000093348.2",12,"Other",NA,7,2021,"Poultry","Northeast"
NA,"CA","environmental/other","PDS000094946.6",10,"Other",NA,3,2021,"Poultry","West"
NA,"CA","environmental/other","PDS000065023.4",43,"Other",NA,4,2021,"Poultry","West"
NA,"HI","environmental/other","PDS000065023.4",31,"Other",NA,10,2021,"Poultry","West"
"Other","CT","environmental/other","PDS000080137.4",31,"Other",NA,4,2021,"Poultry","Northeast"
NA,"HI","environmental/other","PDS000095573.3",33,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,9,2021,"Poultry","West"
"Other","CT","environmental/other","PDS000054455.6",14,"Other",NA,3,2021,"Poultry","Northeast"
"Other","CA","environmental/other","PDS000054445.3",45,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,1,2021,"Poultry","West"
"Other","CT","environmental/other","PDS000082231.5",21,"Other",NA,1,2021,"Poultry","Northeast"
"Other","CT","environmental/other","PDS000082231.5",21,"Other",NA,7,2021,"Poultry","Northeast"
"Other","SD","environmental/other","PDS000061588.4",26,"Other",NA,6,2021,"Poultry","Midwest"
"Other","CT","environmental/other","PDS000091309.4",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,5,2021,"Cattle","Northeast"
"Other","SD","environmental/other","PDS000091309.4",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,6,2021,"Cattle","Midwest"
NA,"HI","environmental/other","PDS000094958.5",6,"Other",NA,3,2021,"Poultry","West"
NA,"HI","environmental/other","PDS000094958.5",6,"Other",NA,3,2021,"Poultry","West"
NA,"CA","environmental/other","PDS000094958.5",15,"Other",NA,4,2021,"Poultry","West"
NA,"CA","environmental/other","PDS000094958.5",20,"Other",NA,7,2021,"Poultry","West"
NA,"CA","environmental/other","PDS000081738.4",12,"Other",NA,3,2021,"Poultry","West"
NA,"HI","environmental/other","PDS000081738.4",23,"Other",NA,3,2021,"Poultry","West"
"Other","NY","environmental/other","PDS000108487.2",NA,"Other",NA,2,2021,"Missing and Other","Northeast"
NA,"CA","environmental/other","PDS000060197.3",44,"Other",NA,9,2021,"Poultry","West"
"Other","SD","environmental/other","PDS000105012.3",41,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,10,2021,"Poultry","Midwest"
"Other","TX","environmental/other","PDS000113081.5",8,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,10,2021,"Poultry","South"
"Other","TX","environmental/other","PDS000066617.4",14,"Other",NA,1,2021,"Poultry","South"
"Other","SD","environmental/other","PDS000085375.4",9,"Other",NA,2,2021,"Poultry","Midwest"
"Other","ND","environmental/other","PDS000085375.4",9,"Other",NA,7,2021,"Poultry","Midwest"
NA,"CA","environmental/other","PDS000109982.3",39,"Other",NA,10,2021,"Poultry","West"
NA,"HI","environmental/other","PDS000054466.3",26,"Other",NA,6,2021,"Poultry","West"
"Other","SD","environmental/other","PDS000062495.4",32,"Other",NA,8,2021,"Poultry","Midwest"
"Other","TX","environmental/other","PDS000090356.3",14,"Other",NA,1,2021,"Poultry","South"
"Other","TX","environmental/other","PDS000090350.3",37,"Other",NA,3,2021,"Poultry","South"
"Other","TX","environmental/other","PDS000090180.3",1,"Other",NA,1,2021,"Poultry","South"
NA,"CA","environmental/other","PDS000094945.2",30,"Other",NA,3,2021,"Poultry","West"
"Other","TX","environmental/other","PDS000094895.1",1,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,7,2021,"Animal(Other)","South"
"Other","TX","environmental/other","PDS000094895.1",2,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,7,2021,"Animal(Other)","South"
"Other","TX","environmental/other","PDS000094895.1",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,7,2021,"Animal(Other)","South"
"Other","TX","environmental/other","PDS000094895.1",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,7,2021,"Animal(Other)","South"
NA,"CA","environmental/other","PDS000099862.3",38,"Other",NA,4,2021,"Poultry","West"
NA,"HI","environmental/other","PDS000105102.3",24,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,10,2021,"Poultry","West"
"Other","TX","environmental/other","PDS000105209.2",20,"Other",NA,10,2021,"Cattle","South"
"Other","OK","environmental/other","PDS000083639.3",8,"Other",NA,6,2021,"Poultry","South"
"Other","TX","environmental/other","PDS000091202.3",33,"Other",NA,10,2021,"Poultry","South"
